grid_lat,grid_lon,thput_sample_num,thput_0,thput_10,thput_25,thput_50,thput_75,thput_90,thput_100,thput_avg,thput_std
-86.9345,40.4625,176,0.15232,4.79856,6.248,15.10352,21.93468,31.334,61.2072,16.478395909090906,10.98789195416075
-86.935,40.4625,210,0.23359999999999997,2.208,6.424,10.29728,23.95148,45.921568,82.16496,17.34297676190476,17.402937750545806
-86.935,40.463,254,0.0054399999999999995,3.3478559999999997,8.64148,12.90344,24.072,37.057232,67.32879999999999,16.987864881889763,13.277063055110645
-86.935,40.4635,40,1.728,4.200144,8.38908,15.392,18.112000000000002,20.16160000000001,31.78576,14.221914000000002,7.4672073130109355
-86.9355,40.4635,289,0.0054399999999999995,3.4736000000000002,8.410879999999999,14.953439999999999,24.77328,37.921823999999994,63.64192,18.17689301038062,13.55801942159157
-86.9355,40.464,268,0.010879999999999999,1.8495519999999999,4.5554,8.197039999999998,11.984,18.794416,80.11151999999998,10.033007462686566,9.006806618199361
-86.936,40.464,274,0.35791999999999996,4.691199999999999,9.340399999999999,17.463279999999997,34.104079999999996,49.273216000000005,70.60719999999999,23.482915328467154,17.179824644110766
-86.936,40.4645,104,0.70496,2.6388320000000003,5.2525200000000005,8.8688,12.782639999999999,20.797984,48.747519999999994,10.666878461538461,8.838388206712322
-86.9365,40.4645,252,0.46719999999999995,3.024,7.0718,16.657519999999998,33.42164,53.849056,88.15951999999999,22.6591,19.475236352098243
-86.9365,40.465,115,1.74736,2.616,4.23952,10.392639999999998,15.67868,22.834112000000005,29.869119999999995,10.947200695652171,7.583893195325691
-86.937,40.465,240,0.59536,2.776,6.552,13.976,27.03188,38.02238399999999,79.80864,18.515313666666664,14.990910504507275
-86.937,40.4655,93,0.008,0.7484799999999999,1.2820799999999999,5.36,12.504,18.177535999999996,44.599999999999994,8.101483010752688,7.81531349882909
-86.9375,40.4655,247,0.9343999999999999,2.776,4.768,11.472,30.76256,43.333856000000004,82.93136,18.555834493927126,17.43755971599791
-86.9375,40.466,138,1.3137599999999998,4.912688,11.333879999999999,15.507079999999998,21.482039999999998,28.342992,41.107839999999996,16.514566376811594,8.289516331666643
-86.938,40.466,265,0.5976,2.744,6.112,14.37408,22.912799999999997,32.043839999999996,75.06304,16.00095849056604,12.64218993402661
-86.9385,40.466,179,2.496,4.568,5.496,11.32,20.573439999999998,36.70320000000001,72.78735999999999,16.151974972067038,14.442516201328768
-86.9385,40.4665,163,0.8206399999999999,5.9666879999999995,10.73848,16.776,24.019599999999997,28.112,53.599199999999996,17.683427730061346,9.949536122545965
-86.939,40.4665,867,0.007039999999999999,3.82352,8.208,16.024,27.256,44.44326399999999,133.99663999999999,21.07021268742791,19.523258861974824
-86.9395,40.4665,722,0.35791999999999996,2.176,3.376,5.833919999999999,16.371,34.13055999999999,66.1184,12.515665484764543,14.172819085512366
-86.9395,40.467,76,3.0131200000000002,5.52,10.55996,24.227439999999998,38.992999999999995,54.99608,78.0944,26.17790842105263,18.23909435785706
-86.94,40.467,246,0.22976,3.13312,6.08692,10.27656,21.424,30.37288,48.85088,14.441619512195123,11.27961533272653
-86.9405,40.467,290,0.11407999999999999,1.6552320000000003,4.84,8.952,13.616,25.784,46.39328,10.849264551724138,8.58149392509309
-86.941,40.467,255,0.23359999999999997,2.4784,4.0760000000000005,9.192,13.526720000000001,22.106751999999997,37.86576,10.030471843137255,7.5123411161229035
-86.941,40.4675,20,0.24672,1.123104,7.382,12.608,14.656,14.656,41.648959999999995,11.498543999999999,8.785103310804262
-86.9415,40.4675,95,0.1304,1.24,3.32,8.69824,10.56,15.304,26.89576,7.974333473684212,5.274462152004698
-86.942,40.4675,109,0.11952,2.659552,3.83152,10.7088,17.584,25.110112,42.144,12.070438899082568,9.453074866275221
-86.9425,40.4675,237,0.12111999999999999,2.016,3.632,11.06176,17.528959999999998,25.093536,42.144,12.326006075949365,9.419239716581009
-86.943,40.4675,319,0.11567999999999999,2.82976,4.192,7.864,18.322159999999997,25.575935999999995,42.435359999999996,11.455194231974922,9.199796299801157
-86.9435,40.4675,182,0.36623999999999995,4.592848,7.12,13.882719999999999,18.38904,23.137376,51.692479999999996,14.256576703296705,8.078036604725819
-86.944,40.4675,180,0.016,1.976,7.211879999999999,11.952,17.3754,27.96,55.539519999999996,13.992245777777775,10.080247252618468
-86.9445,40.4675,185,0.016,2.279008,5.2928,11.904,20.808,42.896,62.03536,16.07134875675676,13.873309351403023
-86.945,40.4675,191,0.936,2.448,6.384,12.632,25.094879999999996,38.78544,77.43184,17.5979367539267,17.14424847584813
-86.9455,40.4675,200,0.23359999999999997,4.384,16.896,30.856,47.89344,61.36,98.35119999999999,32.426812,21.315923757137057
-86.946,40.4675,176,0.83152,4.82008,9.020999999999999,21.767599999999995,60.86852,65.944,102.136,33.363910000000004,27.123519145574313
-86.9465,40.4675,125,0.24767999999999998,2.7109760000000005,9.77952,16.4896,51.93568,63.500192,85.96303999999999,29.899501440000005,24.692792030246906
-86.947,40.4675,1913,0.15232,16.504,22.616,34.984,44.192,59.30236799999998,112.61792,35.82389068478829,17.696817181716675
-86.9475,40.4675,156,0.93632,9.652000000000001,16.712,25.392,33.126439999999995,44.66788,55.27103999999999,26.237106153846153,12.103961547420282
-86.948,40.4675,112,0.23872,2.624,5.21532,6.12352,10.216,13.133696,29.22864,7.6946314285714275,4.675186408547726
-86.9485,40.4675,61,1.33648,2.23056,3.59792,4.64,6.09648,10.60032,16.21472,5.489828196721311,3.4670089208723165
-86.949,40.4675,44,3.15056,4.448,5.588479999999999,6.6624,11.74972,13.446736,16.21728,8.637196363636365,3.765031618187344
-86.9495,40.4675,42,7.003679999999999,8.456,9.31196,10.584,11.704,13.843264,19.541919999999998,10.864434285714285,2.309046391838541
-86.95,40.4675,42,2.43376,5.992,6.16864,8.504,9.001639999999998,12.203856,14.068,8.449904761904762,2.436385694651225
-86.9505,40.4675,43,4.312,4.312,4.38064,7.92,8.863599999999998,14.116480000000005,18.14368,7.895259534883719,3.826505412279517
-86.951,40.4675,43,1.528,2.784,2.784,3.312,7.499199999999999,8.406336,10.18944,4.995754418604651,2.507509565216565
-86.9515,40.4675,45,0.784,0.935136,1.112,1.528,4.26432,8.6656,19.06448,3.5565315555555554,4.133549577316466
-86.952,40.4675,53,0.784,0.7977920000000001,2.9088000000000003,3.816,6.91968,7.032,8.936,4.237971320754717,2.3107599100892364
-86.9525,40.4675,65,0.11952,1.9330559999999999,2.72112,5.2739199999999995,11.424,13.072,24.616639999999997,7.638582153846154,5.607577812415155
-86.953,40.4675,155,0.13199999999999998,2.2195519999999997,4.304399999999999,8.41456,12.580079999999999,18.204591999999998,26.781119999999998,9.177914838709675,5.8670887581820566
-86.953,40.467,2220,0.0054399999999999995,2.72,5.264,10.637999999999998,20.744,36.104,103.63008,15.64009081081081,14.757905910640753
-86.9535,40.467,291,0.0,1.51568,3.3410399999999996,7.8201600000000004,11.952,18.80352,63.86879999999999,9.691348178694158,9.507928410721439
-86.9535,40.4665,178,1.0872,6.968,7.944,11.8376,21.74004,31.952512000000006,47.797599999999996,16.010523595505617,10.198335645214149
-86.9535,40.466,145,0.8532799999999999,2.744,4.328,8.84,20.97216,28.960704,39.68416,13.299046620689653,10.19403817699171
-86.9535,40.4655,128,0.0054399999999999995,2.0864000000000003,3.76,9.7864,20.367959999999997,26.9456,39.874559999999995,12.87068375,9.509385107002762
-86.9535,40.465,122,0.9398399999999999,1.888,2.8902399999999995,16.52944,24.425919999999998,28.837760000000003,44.42592,15.442562622950819,11.772443649484233
-86.9535,40.4645,112,0.44,2.32,2.752,8.982479999999999,21.02188,41.404336000000015,65.80496,15.33110142857143,15.47602879579709
-86.953,40.4645,351,0.11952,1.984,3.688,7.744,18.19024,26.032,67.87791999999999,11.90390336182336,10.622950254106893
-86.953,40.464,375,0.010879999999999999,2.576,3.9648,10.576,27.860799999999998,39.3448,95.08288,17.459454933333333,16.814923063101457
-86.953,40.4635,365,0.22447999999999999,2.925664,6.285279999999999,13.384,23.528,38.87056000000001,84.49056,17.954806794520547,15.118522887909055
-86.953,40.463,365,0.22976,9.714975999999998,14.002719999999998,22.224,31.53568,50.458624000000015,123.72015999999999,25.303762849315067,15.640332571457611
-86.953,40.4625,363,0.032639999999999995,10.224,14.22632,21.312,32.784,49.512,92.60256,24.99376639118457,15.167067971232681
-86.953,40.462,375,0.34384,7.736,11.376,19.085279999999997,32.325359999999996,44.44192000000001,111.25792,23.692479786666667,17.16961306268319
-86.953,40.4615,467,0.57392,6.728,13.048,23.84224,39.592479999999995,54.369568,94.97071999999999,27.683186124197004,18.825573248293445
-86.953,40.461,438,0.34223999999999993,6.287584,9.78,22.2,38.592,54.29504000000001,118.57104,26.566650593607307,20.463817169496956
-86.953,40.4605,388,0.29791999999999996,7.184,10.2,18.961759999999998,35.46272,63.309904,119.3608,27.91485237113402,22.842304995204984
-86.953,40.46,391,0.34223999999999993,7.432,12.71992,26.112,46.9768,73.46256,140.32047999999998,33.37879877237851,26.631280122929233
-86.953,40.4595,402,1.50928,9.535712,13.76,27.352,48.855959999999996,74.09732800000005,129.59488,34.503373731343274,26.053449656548953
-86.953,40.459,275,3.6937599999999997,9.722112,15.412399999999998,33.816,48.40728,73.266016,120.89008,37.67337105454545,26.17146723295301
-86.953,40.4585,51,8.05904,11.577599999999999,14.52,31.24848,38.04,38.04,67.39152,27.507338039215682,13.165203826230128
-86.9525,40.4585,394,0.11567999999999999,5.16,11.613959999999999,26.32136,40.316379999999995,58.300751999999996,99.8248,29.888039390862946,20.848427301048346
-86.9525,40.458,205,1.86176,7.608,11.83696,30.981759999999998,47.344,57.269888,77.24368,31.517116097560972,19.017371749505454
-86.952,40.458,258,1.168,7.071264,10.42484,22.00728,42.16,58.325608,89.62336,28.027297364341084,20.441193329950625
-86.952,40.4575,316,1.448,6.95032,11.40576,24.649479999999997,45.688,56.91632,96.06736,29.745857974683542,20.826013388875488
-86.952,40.457,20,1.448,1.448,7.21692,28.50584,52.1744,62.912,69.55663999999999,30.378591999999998,23.33646325226031
-86.9515,40.457,394,0.0,3.104,8.98476,17.246319999999997,33.06196,49.782911999999996,85.15375999999999,22.914033502538068,18.330258483960847
-86.9515,40.4565,53,3.304,4.248,4.9224,26.13536,62.392,68.688,71.61103999999999,33.22255698113208,26.578698907247205
-86.951,40.4565,481,0.24448,2.664,5.136,11.961599999999999,27.243199999999998,47.072,81.41408,19.140017463617465,17.630889869444058
-86.951,40.456,178,0.0,1.168,2.392,6.736,16.21884,30.048,59.384,11.176938426966291,12.558218096485163
-86.9505,40.456,502,0.0,2.50752,6.26896,11.69456,29.76208,50.18244800000001,119.88848,20.45875139442231,20.342097869288516
-86.9505,40.4555,897,0.0054399999999999995,7.976,11.822399999999998,26.408,40.352,51.24,126.59727999999998,28.699037681159417,19.212774549887303
-86.95,40.4555,2006,0.26304,9.21752,14.968,32.27936,54.68,70.92,162.9248,37.09925858424726,25.6979731850391
-86.95,40.455,5940,0.027200000000000002,6.129295999999999,12.592,23.384,39.09428,54.024,140.78607999999997,27.614282572390568,19.767850967021637
-86.95,40.4545,271,0.5848,2.664,6.84624,11.264639999999998,25.33824,37.352639999999994,108.61616,17.490158523985244,16.26172115449621
-86.9495,40.4545,1962,0.13199999999999998,5.536,10.196,19.93848,35.06856,51.73984,139.55968,25.664586870540266,20.262130483576552
-86.9495,40.454,488,0.47935999999999995,4.392,7.28,18.888,37.04,50.96768000000001,167.92239999999998,25.212642950819674,22.98953679733637
-86.949,40.454,1502,0.11567999999999999,5.768,11.128,21.239679999999996,33.49764,46.69929600000001,108.21472,23.830746631158455,16.516776620930017
-86.949,40.4535,847,0.11567999999999999,3.288,7.84504,15.6,25.34776,41.41471999999998,100.63648,19.432140637544272,15.902162643828749
-86.9485,40.4535,1013,0.05032,4.0094080000000005,8.616,15.214399999999998,24.572799999999997,35.791808,71.3656,18.181586890424484,12.858772691311026
-86.9485,40.453,1228,0.24223999999999998,3.0832,6.152,12.5696,21.071039999999996,32.48,80.22831999999998,15.361093941368079,12.025904174692903
-86.9485,40.4525,92,0.35791999999999996,1.3344,3.35784,7.016,17.248,18.757776,46.15792,9.712904347826084,8.772000804312016
-86.948,40.4525,1495,0.056,2.104,4.09176,7.24144,14.888,25.992608000000008,77.67088,11.307712856187292,10.781734357346087
-86.948,40.452,600,0.11567999999999999,1.048,1.384,4.016,8.4308,17.48,40.887840000000004,6.629912533333334,7.63028438946371
-86.9475,40.452,1994,0.0,0.0,0.0,0.0,6.824,16.4,70.14912,5.082550250752257,8.515674005948139
-86.9475,40.4515,1453,0.010879999999999999,2.0548480000000007,3.78736,7.07632,14.299519999999998,25.629632,66.13423999999999,10.992929993117688,10.687576667454122
-86.9475,40.451,743,0.12111999999999999,3.0,4.888,10.032,20.7504,40.78342400000001,75.19968,15.676571628532972,14.807660579399316
-86.9475,40.4505,252,0.12111999999999999,1.6865600000000003,4.07604,8.317039999999999,17.6194,25.952,46.08416,11.53110126984127,9.447324973863369
-86.947,40.4505,1184,0.0054399999999999995,2.3112,4.378,7.68032,14.808,23.671664000000003,61.853759999999994,10.882088513513514,9.57716811875743
-86.947,40.45,1429,0.016319999999999998,1.576,3.568,6.45232,11.8736,18.301632000000012,60.3416,8.494394233729881,7.074654601736688
-86.947,40.4495,1399,0.0,0.9681919999999999,2.16,4.47776,7.992,12.198880000000003,41.27696,5.836921343817012,5.289004795414094
-86.947,40.449,1305,0.01536,0.56,1.144,2.8,4.931039999999999,8.478048,52.5896,3.9439692260536394,4.169870955386035
-86.947,40.4485,1284,0.0054399999999999995,0.424,0.936,2.072,4.909,8.496,33.590559999999996,3.663746791277259,4.171925531055819
-86.947,40.448,1298,0.0,0.352,0.92,2.1230399999999996,5.309759999999999,9.541823999999998,39.27968,4.142448197226503,5.3771748722474815
-86.947,40.4475,1322,0.0,0.355904,0.84,1.89824,4.141,6.860448000000001,33.92144,3.0563996974281387,3.5593649038607453
