grid_lat,grid_lon,grid_height,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,cell_set_type,total_avail_sample,avail_sample,avail_sample_ratio,total_thput_sample,thput_sample,thput_sample_ratio,thput_avg_dl,thput_std_dl,thput_0_dl,thput_10_dl,thput_25_dl,thput_50_dl,thput_75_dl,thput_90_dl,thput_100_dl,thput_avg_ul,thput_std_ul,thput_0_ul,thput_10_ul,thput_20_ul,thput_25_ul,thput_30_ul,thput_40_ul,thput_50_ul,thput_60_ul,thput_70_ul,thput_75_ul,thput_80_ul,thput_90_ul,thput_100_ul,rbs_avg,rbs_std,rbs_0,rbs_10,rbs_25,rbs_50,rbs_75,rbs_90,rbs_100
-86.933,40.458,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,8,8,1.0,8,8,1.0,0.32944444444444443,0.046492665026158356,0.2711111111111111,0.27857777777777776,0.3024444444444444,0.31999999999999995,0.34488888888888886,0.3918222222222222,0.42044444444444445,62.13211111111111,16.041953921430018,44.205333333333336,49.35982222222223,52.991822222222225,54.236888888888885,55.196799999999996,55.690844444444444,56.08,56.65688888888889,57.808,63.34266666666667,70.86097777777779,84.58853333333333,96.57066666666667,4.39625,0.43260656201680536,3.92,3.9410000000000003,3.9575,4.39,4.5825000000000005,4.9799999999999995,5.19,
-86.933,40.4585,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,9,9,1.0,8,8,1.0,0.3726666666666667,0.053896563027458814,0.288,0.30791111111111114,0.3244444444444444,0.3857777777777778,0.4073333333333333,0.4312,0.45422222222222225,74.89888888888889,14.475333459559133,56.57511111111111,59.85048888888889,64.2128,66.80155555555555,68.72524444444444,69.24728888888889,69.8471111111111,72.50684444444445,80.23857777777778,82.834,84.92124444444445,92.4248,104.36711111111111,4.49375,0.2974868694581326,4.14,4.189,4.2475,4.44,4.6375,4.9479999999999995,4.99,
-86.933,40.459,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,2,2,1.0,2,2,1.0,0.37955555555555553,0.012444444444444452,0.3671111111111111,0.3696,0.37333333333333335,0.37955555555555553,0.3857777777777778,0.38951111111111114,0.392,69.50177777777779,5.620888888888892,63.88088888888889,65.00506666666666,66.12924444444445,66.69133333333333,67.25342222222223,68.3776,69.50177777777779,70.62595555555556,71.75013333333334,72.31222222222223,72.87431111111111,73.9984888888889,75.12266666666667,4.52,0.0,4.52,4.52,4.52,4.52,4.52,4.52,4.52,
-86.9335,40.459,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,13,13,1.0,13,13,1.0,0.34076068376068375,0.05368250807857756,0.26755555555555555,0.2752,0.2853333333333333,0.352,0.36,0.4188,0.4373333333333333,64.66179487179488,13.695785798689407,48.58222222222222,50.72177777777778,51.50293333333333,51.68266666666666,55.14293333333333,58.05715555555556,60.584,64.08657777777778,71.30008888888888,74.26222222222222,77.7510888888889,80.79548888888888,94.73955555555557,4.714615384615384,0.3853393186952823,4.23,4.316,4.44,4.54,5.01,5.232,5.49,
-86.9335,40.4595,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,13,13,1.0,12,12,1.0,0.35314814814814816,0.04874607366975042,0.2248888888888889,0.32835555555555557,0.3335555555555556,0.3577777777777778,0.36933333333333335,0.4092,0.43022222222222223,66.45142592592593,9.87291576815528,49.187555555555555,55.09706666666667,56.989866666666664,58.20866666666666,60.819199999999995,66.13617777777777,68.01777777777778,69.56231111111111,70.97662222222222,71.97466666666666,73.11377777777778,74.3866,87.008,4.607500000000001,0.4725308631895558,4.01,4.244000000000001,4.37,4.475,4.66,5.059,5.88,
-86.9335,40.461,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,5,5,1.0,5,5,1.0,0.36444444444444446,0.0549474271744039,0.31377777777777777,0.32124444444444444,0.33244444444444443,0.336,0.37244444444444447,0.4295111111111111,0.46755555555555556,60.626133333333335,7.003429223663519,48.99644444444444,52.99466666666667,56.992888888888885,58.992,59.10097777777778,59.318933333333334,59.53688888888889,62.342933333333335,65.14897777777779,66.552,67.05226666666667,68.0528,69.05333333333333,5.098000000000001,0.814552637955338,4.09,4.374,4.8,4.99,5.03,5.96,6.58,
-86.9335,40.4615,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,1,1,1.0,1,1,1.0,0.358,0.0,0.358,0.358,0.358,0.358,0.358,0.358,0.358,63.228,0.0,63.228,63.228,63.228,63.228,63.228,63.228,63.228,63.228,63.228,63.228,63.228,63.228,63.228,4.25,0.0,4.25,4.25,4.25,4.25,4.25,4.25,4.25,
-86.934,40.4615,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.3774814814814815,0.06218129165231346,0.2951111111111111,0.3144888888888889,0.34355555555555556,0.392,0.41866666666666663,0.43466666666666665,0.4453333333333333,58.32503703703704,12.373581954363265,45.96088888888889,47.525333333333336,49.089777777777776,49.872,50.654222222222224,52.218666666666664,53.78311111111111,58.07271111111111,62.362311111111104,64.5071111111111,66.6519111111111,70.94151111111111,75.2311111111111,4.859999999999999,0.47123950032511747,4.45,4.482,4.53,4.61,5.0649999999999995,5.338,5.52,
-86.934,40.462,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,2,2,1.0,1,1,1.0,0.42044444444444445,0.0,0.42044444444444445,0.42044444444444445,0.42044444444444445,0.42044444444444445,0.42044444444444445,0.42044444444444445,0.42044444444444445,70.3591111111111,0.0,70.3591111111111,70.3591111111111,70.3591111111111,70.3591111111111,70.3591111111111,70.3591111111111,70.3591111111111,70.3591111111111,70.3591111111111,70.3591111111111,70.3591111111111,70.3591111111111,70.3591111111111,5.1,0.0,5.1,5.1,5.1,5.1,5.1,5.1,5.1,
-86.9345,40.462,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,2,2,1.0,2,2,1.0,0.34711111111111115,0.03511111111111112,0.312,0.3190222222222222,0.32955555555555555,0.34711111111111115,0.3646666666666667,0.37520000000000003,0.38222222222222224,55.28844444444445,8.430666666666664,46.857777777777784,48.543911111111115,50.23004444444445,51.07311111111112,51.91617777777778,53.60231111111111,55.28844444444445,56.97457777777778,58.66071111111111,59.50377777777778,60.34684444444444,62.03297777777778,63.71911111111111,4.550000000000001,0.020000000000000018,4.53,4.534000000000001,4.54,4.550000000000001,4.5600000000000005,4.566000000000001,4.57,
-86.9345,40.4625,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,2,2,1.0,2,2,1.0,0.4266666666666667,0.008000000000000007,0.4186666666666667,0.4202666666666667,0.4226666666666667,0.4266666666666667,0.4306666666666667,0.4330666666666667,0.4346666666666667,86.23866666666667,2.2208888888888936,84.01777777777778,84.46195555555556,84.90613333333334,85.12822222222223,85.35031111111111,85.79448888888889,86.23866666666667,86.68284444444446,87.12702222222224,87.34911111111111,87.5712,88.01537777777779,88.45955555555557,4.715,0.06499999999999995,4.65,4.663,4.6825,4.715,4.7475000000000005,4.767,4.78,
-86.935,40.4625,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,1,1,1.0,1,1,1.0,0.4488888888888889,0.0,0.4488888888888889,0.4488888888888889,0.4488888888888889,0.4488888888888889,0.4488888888888889,0.4488888888888889,0.4488888888888889,91.02666666666667,0.0,91.02666666666667,91.02666666666667,91.02666666666667,91.02666666666667,91.02666666666667,91.02666666666667,91.02666666666667,91.02666666666667,91.02666666666667,91.02666666666667,91.02666666666667,91.02666666666667,91.02666666666667,4.54,0.0,4.54,4.54,4.54,4.54,4.54,4.54,4.54,
-86.935,40.463,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,4,4,1.0,4,4,1.0,0.3522222222222222,0.03333259258436195,0.30044444444444446,0.31431111111111115,0.33511111111111114,0.36044444444444446,0.37755555555555553,0.38355555555555554,0.38755555555555554,70.01533333333333,5.982201201052714,61.128,63.577866666666665,66.02773333333333,67.25266666666667,68.4776,69.80799999999999,70.57866666666666,71.34933333333333,72.45439999999999,73.34133333333332,74.22826666666667,76.00213333333333,77.776,4.8549999999999995,0.18364367672206955,4.54,4.657,4.8325,4.9399999999999995,4.9625,4.985,5.0,
-86.9355,40.4635,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,5,5,1.0,5,5,1.0,0.39342222222222223,0.013891715267972483,0.37511111111111106,0.37724444444444444,0.3804444444444445,0.3991111111111111,0.3991111111111111,0.4076444444444444,0.41333333333333333,73.5175111111111,4.73737145307864,69.49422222222222,69.57528888888889,69.65635555555556,69.69688888888889,69.71093333333333,69.73902222222222,69.7671111111111,73.47662222222222,77.18613333333333,79.04088888888889,79.15039999999999,79.36942222222221,79.58844444444443,4.595999999999999,0.15666524822052896,4.43,4.454,4.49,4.49,4.76,4.79,4.81,
-86.9355,40.464,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,24,24,1.0,22,22,1.0,0.3188030303030303,0.03971164204392862,0.22133333333333335,0.27697777777777777,0.2942222222222222,0.3151111111111111,0.3435555555555555,0.36675555555555556,0.392,61.79419191919194,9.750016147627239,43.83377777777778,52.30257777777778,54.797155555555555,54.95933333333333,55.229866666666666,58.11911111111111,59.672,62.52764444444444,66.70231111111111,67.19644444444444,70.18524444444445,72.95806666666667,82.43377777777778,5.869090909090909,0.7095319141448696,4.2,5.215,5.3475,5.865,6.4350000000000005,6.711,6.88,
-86.936,40.464,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,7,7,1.0,7,7,1.0,0.3315555555555556,0.08914756013461134,0.12266666666666667,0.24373333333333336,0.3373333333333334,0.35644444444444445,0.37644444444444447,0.3960888888888889,0.4142222222222222,72.5104761904762,9.546848423847331,64.86133333333333,64.92906666666667,65.17795555555556,65.48355555555555,65.78915555555555,66.8768,68.20266666666667,70.48533333333333,73.27662222222222,75.18088888888889,77.08515555555557,84.28497777777778,93.18044444444443,4.618571428571428,0.5821985074189183,3.79,3.88,4.115,4.72,5.105,5.314,5.38,
-86.936,40.4645,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,4,4,1.0,4,4,1.0,0.33644444444444443,0.02455731517074008,0.3031111111111111,0.30924444444444443,0.3184444444444444,0.33866666666666667,0.35666666666666663,0.3618666666666666,0.3653333333333333,65.68844444444444,4.179061008597536,61.452444444444446,61.53377777777778,61.61511111111111,61.65577777777778,61.696444444444445,63.11004444444445,65.18977777777778,67.26951111111111,68.88257777777778,69.22244444444445,69.56231111111111,70.24204444444445,70.92177777777778,3.9725,0.5917083318663006,3.53,3.5629999999999997,3.6125,3.685,4.045,4.612,4.99,
-86.9365,40.4645,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,2,2,1.0,2,2,1.0,0.2942222222222222,0.011555555555555541,0.2826666666666667,0.2849777777777778,0.28844444444444445,0.2942222222222222,0.3,0.30346666666666666,0.30577777777777776,53.126666666666665,3.8537777777777755,49.27288888888889,50.043644444444446,50.814400000000006,51.19977777777778,51.58515555555556,52.35591111111111,53.126666666666665,53.897422222222225,54.66817777777778,55.053555555555555,55.43893333333333,56.20968888888889,56.980444444444444,3.925,0.34499999999999975,3.58,3.649,3.7525,3.925,4.0975,4.201,4.27,
-86.937,40.465,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,2,2,1.0,2,2,1.0,0.32133333333333336,0.011111111111111101,0.31022222222222223,0.31244444444444447,0.31577777777777777,0.32133333333333336,0.3268888888888889,0.3302222222222222,0.33244444444444443,55.484,1.6484444444444435,53.83555555555556,54.16524444444445,54.494933333333336,54.65977777777778,54.824622222222224,55.15431111111111,55.484,55.81368888888889,56.14337777777778,56.30822222222223,56.47306666666667,56.80275555555556,57.132444444444445,4.55,0.16000000000000014,4.39,4.422,4.47,4.55,4.63,4.678,4.71,
-86.9375,40.466,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,1,1,1.0,1,1,1.0,0.24888888888888888,0.0,0.24888888888888888,0.24888888888888888,0.24888888888888888,0.24888888888888888,0.24888888888888888,0.24888888888888888,0.24888888888888888,36.25066666666667,0.0,36.25066666666667,36.25066666666667,36.25066666666667,36.25066666666667,36.25066666666667,36.25066666666667,36.25066666666667,36.25066666666667,36.25066666666667,36.25066666666667,36.25066666666667,36.25066666666667,36.25066666666667,6.5,0.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,
-86.938,40.466,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.2983703703703704,0.02907933427291328,0.264,0.27040000000000003,0.28,0.296,0.31555555555555553,0.32728888888888885,0.3351111111111111,44.962370370370365,5.643934994021036,40.152,40.491911111111115,40.83182222222222,41.001777777777775,41.171733333333336,41.51164444444444,41.85155555555556,44.05795555555555,46.264355555555554,47.367555555555555,48.470755555555556,50.67715555555556,52.88355555555555,5.96,0.07788880963698594,5.86,5.882000000000001,5.915,5.97,6.01,6.034,6.05,
-86.9385,40.466,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,1,1,1.0,1,1,1.0,0.21688888888888888,0.0,0.21688888888888888,0.21688888888888888,0.21688888888888888,0.21688888888888888,0.21688888888888888,0.21688888888888888,0.21688888888888888,26.051555555555556,0.0,26.051555555555556,26.051555555555556,26.051555555555556,26.051555555555556,26.051555555555556,26.051555555555556,26.051555555555556,26.051555555555556,26.051555555555556,26.051555555555556,26.051555555555556,26.051555555555556,26.051555555555556,6.22,0.0,6.22,6.22,6.22,6.22,6.22,6.22,6.22,
-86.9385,40.4665,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,5,5,1.0,4,4,1.0,0.24955555555555556,0.02793555193169441,0.21955555555555553,0.22515555555555555,0.23355555555555554,0.24177777777777779,0.2577777777777778,0.2801777777777778,0.2951111111111111,34.65844444444444,1.9167961308932695,32.019555555555556,32.74355555555556,33.467555555555556,33.82955555555556,34.19155555555555,34.49688888888889,34.59288888888889,34.68888888888889,35.02044444444444,35.42177777777778,35.82311111111111,36.62577777777778,37.428444444444445,6.955,1.5795964674561662,4.74,5.361,6.2924999999999995,6.9399999999999995,7.6025,8.561,9.2,
-86.939,40.4665,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,39,39,1.0,37,37,1.0,0.2338258258258258,0.055282479257656614,0.12177777777777778,0.1744,0.18844444444444447,0.23022222222222222,0.2853333333333333,0.29777777777777775,0.35555555555555557,30.045885885885884,9.459471882754604,11.80711111111111,19.696,21.472355555555556,22.628444444444444,23.35271111111111,26.11431111111111,27.696,31.742044444444442,35.98826666666667,37.55466666666666,38.84124444444445,42.47075555555555,50.0,5.760540540540541,1.748152609371894,3.51,3.908,4.41,5.21,6.62,8.44,9.68,
-86.9395,40.4665,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,2,2,1.0,2,2,1.0,0.3208888888888889,0.032,0.2888888888888889,0.29528888888888893,0.30488888888888893,0.3208888888888889,0.3368888888888889,0.3464888888888889,0.3528888888888889,45.780888888888896,5.792444444444445,39.98844444444445,41.14693333333334,42.30542222222223,42.88466666666667,43.463911111111116,44.622400000000006,45.780888888888896,46.93937777777778,48.09786666666667,48.67711111111112,49.25635555555556,50.41484444444445,51.57333333333334,6.665,0.7149999999999999,5.95,6.093,6.3075,6.665,7.0225,7.237,7.38,
-86.9395,40.467,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.3025185185185186,0.024465535233591733,0.27466666666666667,0.2794666666666667,0.2866666666666667,0.2986666666666667,0.3164444444444445,0.32711111111111113,0.33422222222222225,38.543703703703706,3.393010047096561,34.68355555555556,35.34791111111111,36.01226666666667,36.34444444444445,36.67662222222222,37.34097777777778,38.00533333333333,38.99271111111111,39.980088888888886,40.47377777777778,40.96746666666667,41.95484444444444,42.94222222222222,4.85,0.3925132694147637,4.51,4.536,4.574999999999999,4.64,5.02,5.248,5.4,
-86.94,40.467,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,4,4,1.0,3,3,1.0,0.3445925925925926,0.03064053279003261,0.31822222222222224,0.3201777777777778,0.3231111111111111,0.328,0.35777777777777775,0.37564444444444445,0.38755555555555554,38.898370370370365,6.090065842814975,34.49066666666666,34.53137777777777,34.572088888888885,34.59244444444444,34.61279999999999,34.65351111111111,34.694222222222216,37.25742222222222,39.82062222222221,41.10222222222222,42.38382222222222,44.947022222222216,47.51022222222222,6.473333333333333,1.9387338365255007,4.53,4.7780000000000005,5.15,5.77,7.444999999999999,8.45,9.12,
-86.9405,40.467,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.27585185185185185,0.021655996106218194,0.24533333333333335,0.25404444444444446,0.26711111111111113,0.2888888888888889,0.2911111111111111,0.29244444444444445,0.29333333333333333,39.46044444444445,6.734915408807004,30.026666666666667,32.629511111111114,35.23235555555556,36.53377777777778,37.8352,40.43804444444445,43.040888888888894,43.49546666666667,43.95004444444445,44.17733333333334,44.40462222222222,44.8592,45.31377777777778,4.8500000000000005,0.07788880963698616,4.79,4.792,4.795,4.8,4.88,4.928,4.96,
-86.941,40.467,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,2,2,1.0,2,2,1.0,0.368,0.008888888888888918,0.3591111111111111,0.36088888888888887,0.3635555555555556,0.368,0.37244444444444447,0.3751111111111112,0.37688888888888894,76.32222222222222,4.201333333333338,72.12088888888889,72.96115555555555,73.80142222222221,74.22155555555555,74.6416888888889,75.48195555555556,76.32222222222222,77.16248888888889,78.00275555555555,78.42288888888889,78.84302222222223,79.6832888888889,80.52355555555556,4.105,0.30500000000000016,3.8,3.8609999999999998,3.9524999999999997,4.105,4.2575,4.349,4.41,
-86.941,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,1,1,1.0,1,1,1.0,0.352,0.0,0.352,0.352,0.352,0.352,0.352,0.352,0.352,76.31822222222222,0.0,76.31822222222222,76.31822222222222,76.31822222222222,76.31822222222222,76.31822222222222,76.31822222222222,76.31822222222222,76.31822222222222,76.31822222222222,76.31822222222222,76.31822222222222,76.31822222222222,76.31822222222222,4.99,0.0,4.99,4.99,4.99,4.99,4.99,4.99,4.99,
-86.9415,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,2,2,1.0,2,2,1.0,0.37422222222222223,0.036444444444444446,0.3377777777777778,0.3450666666666667,0.356,0.37422222222222223,0.3924444444444445,0.4033777777777778,0.4106666666666667,75.33555555555556,10.153333333333336,65.18222222222222,67.21288888888888,69.24355555555556,70.25888888888889,71.27422222222222,73.3048888888889,75.33555555555556,77.36622222222222,79.3968888888889,80.41222222222223,81.42755555555556,83.45822222222223,85.4888888888889,5.33,0.2400000000000002,5.09,5.138,5.21,5.33,5.45,5.522,5.57,
-86.942,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,4,4,1.0,4,4,1.0,0.24577777777777776,0.018661374911304013,0.22133333333333335,0.22666666666666668,0.23466666666666666,0.24444444444444444,0.25555555555555554,0.26595555555555556,0.2728888888888889,29.72288888888889,5.16665427477606,23.941333333333333,24.469866666666665,24.9984,25.262666666666664,25.526933333333332,27.0592,29.093333333333334,31.127466666666663,32.91155555555555,33.553555555555555,34.19555555555556,35.47955555555556,36.763555555555556,7.3375,2.306971770525162,4.82,4.958,5.165,7.275,9.4475,9.767,9.98,
-86.9425,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.24355555555555555,0.015751151241483862,0.22133333333333335,0.22773333333333334,0.23733333333333334,0.25333333333333335,0.2546666666666667,0.2554666666666667,0.256,25.078222222222223,0.42396428143672266,24.758222222222223,24.7664,24.77457777777778,24.778666666666666,24.782755555555553,24.79093333333333,24.79911111111111,24.974755555555554,25.150399999999998,25.23822222222222,25.326044444444445,25.50168888888889,25.677333333333333,8.843333333333334,1.1649988078200866,7.76,7.87,8.035,8.31,9.385000000000002,10.030000000000001,10.46,
-86.943,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,8,8,1.0,7,7,1.0,0.1937777777777778,0.02823734128208206,0.14044444444444446,0.1585777777777778,0.18,0.19644444444444445,0.21511111111111111,0.22133333333333333,0.22933333333333333,18.364190476190476,5.134858504175038,9.187555555555555,12.502222222222223,14.994311111111111,15.417777777777777,15.841244444444444,17.513066666666667,19.59733333333333,20.474666666666664,21.16231111111111,21.316444444444443,21.470577777777777,23.4624,26.296,10.507142857142856,2.831131597515202,6.74,7.148,8.165,9.99,12.864999999999998,13.878,14.76,
-86.943,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,7,7,1.0,7,7,1.0,0.16711111111111107,0.048475015837994594,0.10488888888888889,0.11395555555555556,0.13466666666666666,0.15377777777777776,0.192,0.22684444444444446,0.2577777777777778,14.817904761904762,5.950606129643744,9.040888888888889,9.075555555555555,9.521422222222222,10.155555555555555,10.78968888888889,11.96337777777778,13.089777777777778,13.991111111111111,15.705599999999997,17.376,19.046400000000006,22.708622222222225,26.531555555555556,11.411428571428571,2.48259327876217,7.66,9.016,10.25,11.25,12.01,13.852,16.45,
-86.943,40.4685,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,5,5,1.0,4,4,1.0,0.21444444444444444,0.013646326326972484,0.19377777777777777,0.1991111111111111,0.2071111111111111,0.2168888888888889,0.22422222222222224,0.22782222222222223,0.23022222222222222,20.516888888888893,1.6966272425020175,17.71288888888889,18.63688888888889,19.56088888888889,20.02288888888889,20.48488888888889,20.903288888888888,21.06888888888889,21.23448888888889,21.432088888888888,21.56288888888889,21.69368888888889,21.95528888888889,22.216888888888892,9.885,2.5594774857380562,6.51,7.14,8.084999999999999,9.864999999999998,11.665,12.646,13.3,
-86.9435,40.4685,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.19466666666666665,0.005479479113750213,0.18755555555555553,0.18915555555555552,0.19155555555555553,0.19555555555555554,0.19822222222222222,0.19982222222222223,0.2008888888888889,17.499555555555556,0.9644989231925072,16.288,16.542933333333334,16.797866666666668,16.925333333333334,17.0528,17.307733333333335,17.56266666666667,17.779733333333336,17.9968,18.105333333333334,18.213866666666668,18.430933333333332,18.648,11.200000000000001,1.536945021788353,9.76,9.91,10.135,10.51,11.92,12.766,13.33,
-86.9435,40.469,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.18074074074074073,0.018565274308528064,0.15466666666666665,0.16195555555555555,0.17288888888888887,0.19111111111111112,0.19377777777777777,0.1953777777777778,0.19644444444444445,16.429925925925925,2.185642197031131,13.343111111111112,14.241422222222223,15.139733333333334,15.588888888888889,16.038044444444445,16.936355555555558,17.834666666666667,17.890133333333335,17.9456,17.973333333333333,18.001066666666667,18.05653333333333,18.112,10.389999999999999,1.630296496551062,8.65,8.91,9.3,9.95,11.26,12.046,12.57,
-86.944,40.469,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,5,5,1.0,5,5,1.0,0.15253333333333335,0.022575677942597905,0.11644444444444445,0.12817777777777778,0.14577777777777778,0.14755555555555555,0.17244444444444446,0.17724444444444445,0.18044444444444446,13.028622222222221,1.7917837964814096,10.810666666666666,11.265422222222222,11.720177777777778,11.947555555555555,11.99911111111111,12.102222222222222,12.205333333333334,13.107733333333334,14.010133333333334,14.461333333333334,14.712711111111112,15.215466666666666,15.718222222222222,14.078,1.3475815374217621,12.1,12.4,12.85,14.85,15.07,15.34,15.52,
-86.9445,40.469,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,5,5,1.0,4,4,1.0,0.13844444444444443,0.014502447643564202,0.11555555555555555,0.12222222222222222,0.1322222222222222,0.14177777777777778,0.148,0.152,0.15466666666666665,10.437777777777779,1.9133750414863038,7.507555555555555,8.284088888888888,9.060622222222221,9.448888888888888,9.837155555555555,10.383111111111111,10.813777777777776,11.244444444444444,11.639999999999999,11.802666666666665,11.965333333333334,12.290666666666667,12.616,10.407499999999999,1.1079570163142611,8.8,9.166,9.715,10.559999999999999,11.2525,11.527000000000001,11.71,
-86.945,40.469,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,6,6,1.0,6,6,1.0,0.15718518518518518,0.02619542468349048,0.13333333333333333,0.13555555555555554,0.13777777777777778,0.1462222222222222,0.16733333333333333,0.18977777777777777,0.208,10.94948148148148,2.0496665940528978,8.119111111111112,8.596888888888888,9.074666666666666,9.307777777777776,9.540888888888889,10.007111111111112,11.063555555555556,12.12,12.235555555555555,12.293333333333333,12.351111111111111,13.187999999999999,14.024888888888889,12.660000000000002,1.562924608972977,10.51,10.675,11.2,13.065,13.924999999999999,14.239999999999998,14.53,
-86.9455,40.469,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.13748148148148145,0.024658546099630436,0.104,0.11235555555555556,0.12488888888888888,0.14577777777777778,0.1542222222222222,0.15928888888888887,0.16266666666666665,10.182222222222222,2.088438848289618,7.232,8.092977777777778,8.953955555555556,9.384444444444444,9.814933333333332,10.67591111111111,11.536888888888889,11.585066666666666,11.633244444444443,11.657333333333334,11.681422222222222,11.7296,11.777777777777777,13.336666666666668,1.074378373241424,12.31,12.424000000000001,12.595,12.88,13.850000000000001,14.432,14.82,
-86.9455,40.4695,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,50,50,1.0,47,47,1.0,0.35866666666666663,0.3352266858660455,0.12088888888888888,0.13955555555555554,0.18133333333333335,0.21333333333333335,0.40444444444444444,0.7646222222222222,1.7537777777777779,23.657035460992898,6.645959380777248,8.531555555555554,16.008177777777778,19.82186666666667,20.67422222222222,21.089066666666668,22.09422222222222,23.109333333333332,24.191644444444446,26.026666666666667,26.553777777777782,26.888,29.820622222222223,42.556444444444445,8.669148936170213,3.3452283131618565,3.88,4.824,5.63,8.68,10.475000000000001,13.052,16.88,
-86.9455,40.47,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,32,18,0.5625,29,17,0.5862068965517241,0.2606013071895425,0.33405110315487424,0.01511111111111111,0.0216,0.10311111111111111,0.1608888888888889,0.3608888888888889,0.4179555555555556,1.488888888888889,21.525862745098042,13.55297908556361,1.011,1.1409333333333334,9.613511111111112,14.547555555555554,16.88,19.053155555555556,20.664,22.281955555555555,25.721066666666662,33.0,35.142577777777774,41.639466666666664,43.087111111111106,3.4752941176470586,8.750559725053598,0.0,0.0,0.0,0.0,3.0,5.367999999999999,37.52,
